OBJECTID,Route_Number,Route_Name,Ridership_Total,Route_Hour,Route_Hour_Description,Route_Date
1184118,80,Sackville,39,22.50,10:30pm to 10:59pm,2017-10-26 10:00:00.0000000
1184119,1,Spring Garden,85,23.00,11:00pm to 11:29pm,2017-10-26 10:00:00.0000000
1184120,14,Leiblin Park,2,23.00,11:00pm to 11:29pm,2017-10-26 10:00:00.0000000
1184121,20,Herring Cove,54,23.00,11:00pm to 11:29pm,2017-10-26 10:00:00.0000000
1184122,21,Lakeside - Timberlea,13,23.00,11:00pm to 11:29pm,2017-10-26 10:00:00.0000000
1184123,22,Armdale,0,23.00,11:00pm to 11:29pm,2017-10-26 10:00:00.0000000
1184124,320,Airport - Fall River Regi,0,23.00,11:00pm to 11:29pm,2017-10-26 10:00:00.0000000
1184125,56,Dartmouth Crossing,6,23.00,11:00pm to 11:29pm,2017-10-26 10:00:00.0000000
1184126,6,Quinpool,7,23.00,11:00pm to 11:29pm,2017-10-26 10:00:00.0000000
1184127,62,Wildwood,3,23.00,11:00pm to 11:29pm,2017-10-26 10:00:00.0000000
1184128,68,Cherry Brook,3,23.00,11:00pm to 11:29pm,2017-10-26 10:00:00.0000000
1184129,72,Portland Hills,5,23.00,11:00pm to 11:29pm,2017-10-26 10:00:00.0000000
1184130,80,Sackville,20,23.00,11:00pm to 11:29pm,2017-10-26 10:00:00.0000000
1184131,10,Dalhousie,35,23.50,11:30pm to 11:59pm,2017-10-26 10:00:00.0000000
1184132,18,Universities,13,23.50,11:30pm to 11:59pm,2017-10-26 10:00:00.0000000
1184133,22,Armdale,1,23.50,11:30pm to 11:59pm,2017-10-26 10:00:00.0000000
1184134,51,Windmill,5,23.50,11:30pm to 11:59pm,2017-10-26 10:00:00.0000000
1184135,52,Crosstown,16,23.50,11:30pm to 11:59pm,2017-10-26 10:00:00.0000000
1184136,57,Russell Lake,2,23.50,11:30pm to 11:59pm,2017-10-26 10:00:00.0000000
1184137,58,Woodlawn,3,23.50,11:30pm to 11:59pm,2017-10-26 10:00:00.0000000
