OBJECTID,Route_Number,Route_Name,Ridership_Total,Route_Hour,Route_Hour_Description,Route_Date
16232,63,Mount Edward,22,14.5,2:30pm to 2:59pm,1/16/2026 10:00:00 AM
16233,64,Akerley,14,14.5,2:30pm to 2:59pm,1/16/2026 10:00:00 AM
16234,65,Caldwell,44,14.5,2:30pm to 2:59pm,1/16/2026 10:00:00 AM
16235,68,Cherry Brook,21,14.5,2:30pm to 2:59pm,1/16/2026 10:00:00 AM
16236,6A,Woodside,55,14.5,2:30pm to 2:59pm,1/16/2026 10:00:00 AM
16237,6B,Eastern Passage,47,14.5,2:30pm to 2:59pm,1/16/2026 10:00:00 AM
16238,6C,Heritage Hills,51,14.5,2:30pm to 2:59pm,1/16/2026 10:00:00 AM
16239,72,Portland Hills,83,14.5,2:30pm to 2:59pm,1/16/2026 10:00:00 AM
16240,7B,Peninsula,124,14.5,2:30pm to 2:59pm,1/16/2026 10:00:00 AM
16241,82,First Lake,20,14.5,2:30pm to 2:59pm,1/16/2026 10:00:00 AM
16242,83,Springfield,117,14.5,2:30pm to 2:59pm,1/16/2026 10:00:00 AM
16243,84,Glendale Express,31,14.5,2:30pm to 2:59pm,1/16/2026 10:00:00 AM
16244,91,Hemlock Ravine,51,14.5,2:30pm to 2:59pm,1/16/2026 10:00:00 AM
16245,10A,Dalhousie - Bridge Terminal,101,15,3:00pm to 3:29pm,1/16/2026 10:00:00 AM
16246,10B,Dalhousie - Micmac Terminal,45,15,3:00pm to 3:29pm,1/16/2026 10:00:00 AM
16247,10C,Dalhousie,221,15,3:00pm to 3:29pm,1/16/2026 10:00:00 AM
16248,123,Timberlea Express,3,15,3:00pm to 3:29pm,1/16/2026 10:00:00 AM
16249,136,Farnham Gate Express,54,15,3:00pm to 3:29pm,1/16/2026 10:00:00 AM
16250,159,Colby Express,44,15,3:00pm to 3:29pm,1/16/2026 10:00:00 AM
16251,161,North Preston Express,29,15,3:00pm to 3:29pm,1/16/2026 10:00:00 AM
16252,165,Caldwell Express,0,15,3:00pm to 3:29pm,1/16/2026 10:00:00 AM
16253,29,Barrington,26,6.5,6:30am to 6:59am,1/3/2026 10:00:00 AM
16254,5,Portland,55,6.5,6:30am to 6:59am,1/3/2026 10:00:00 AM
16255,53,Notting Park,14,6.5,6:30am to 6:59am,1/3/2026 10:00:00 AM
16256,56,Dartmouth Crossing,7,6.5,6:30am to 6:59am,1/3/2026 10:00:00 AM
16257,7A,Peninsula,21,6.5,6:30am to 6:59am,1/3/2026 10:00:00 AM
16258,7B,Peninsula,19,6.5,6:30am to 6:59am,1/3/2026 10:00:00 AM
16259,8,Sackville Corridor,66,6.5,6:30am to 6:59am,1/3/2026 10:00:00 AM
16260,84,Glendale Express,11,6.5,6:30am to 6:59am,1/3/2026 10:00:00 AM
16261,86,Beaver Bank,0,6.5,6:30am to 6:59am,1/3/2026 10:00:00 AM
16262,9A,Greystone,50,6.5,6:30am to 6:59am,1/3/2026 10:00:00 AM
16263,1,Spring Garden,69,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16264,10B,Dalhousie - Micmac Terminal,13,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16265,10C,Dalhousie,21,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16266,2,Fairview,32,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16267,22,Armdale,6,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16268,24,Leiblin Park,28,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16269,29,Barrington,32,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16270,3,CrossTown,93,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16271,30A,Parkland,7,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16272,30B,Dunbrack,7,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16273,39,Flamingo,29,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16274,401,Preston-Porters Lake-Grand Desert,10,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16275,5,Portland,59,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16276,51A,Windmill,1,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16277,54,Montebello,8,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16278,55,Port Wallace,8,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16279,56,Dartmouth Crossing,12,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16280,58,Woodlawn,8,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16281,61,North Preston,8,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16282,65,Caldwell,5,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16283,68,Cherry Brook,12,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16284,72,Portland Hills,30,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16285,82,First Lake,8,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16286,86,Beaver Bank,1,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16287,90,Larry Uteck,43,7,7:00am to 7:29am,1/3/2026 10:00:00 AM
16288,10C,Dalhousie,23,7.5,7:30am to 7:59am,1/3/2026 10:00:00 AM
16289,29,Barrington,34,7.5,7:30am to 7:59am,1/3/2026 10:00:00 AM
16290,30A,Parkland,8,7.5,7:30am to 7:59am,1/3/2026 10:00:00 AM
16291,30B,Dunbrack,7,7.5,7:30am to 7:59am,1/3/2026 10:00:00 AM
16292,4,Universities,22,7.5,7:30am to 7:59am,1/3/2026 10:00:00 AM
16293,5,Portland,66,7.5,7:30am to 7:59am,1/3/2026 10:00:00 AM
16294,51A,Windmill,8,7.5,7:30am to 7:59am,1/3/2026 10:00:00 AM
16295,53,Notting Park,13,7.5,7:30am to 7:59am,1/3/2026 10:00:00 AM
16296,55,Port Wallace,1,7.5,7:30am to 7:59am,1/3/2026 10:00:00 AM
16297,56,Dartmouth Crossing,11,7.5,7:30am to 7:59am,1/3/2026 10:00:00 AM
16298,63,Mount Edward,17,7.5,7:30am to 7:59am,1/3/2026 10:00:00 AM
16299,67,Baker,4,7.5,7:30am to 7:59am,1/3/2026 10:00:00 AM
16300,6C,Heritage Hills,19,7.5,7:30am to 7:59am,1/3/2026 10:00:00 AM
16301,83,Springfield,2,7.5,7:30am to 7:59am,1/3/2026 10:00:00 AM
16302,84,Glendale Express,5,7.5,7:30am to 7:59am,1/3/2026 10:00:00 AM
16303,86,Beaver Bank,0,7.5,7:30am to 7:59am,1/3/2026 10:00:00 AM
16304,90,Larry Uteck,21,7.5,7:30am to 7:59am,1/3/2026 10:00:00 AM
16305,9A,Greystone,55,7.5,7:30am to 7:59am,1/3/2026 10:00:00 AM
16306,1,Spring Garden,64,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16307,10C,Dalhousie,40,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16308,21,Lakeside - Timberlea,18,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16309,22,Armdale,2,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16310,3,CrossTown,71,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16311,30A,Parkland,4,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16312,30B,Dunbrack,5,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16313,320,Airport - Fall River Regional Exp,40,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16314,58,Woodlawn,2,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16315,61,North Preston,8,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16316,65,Caldwell,4,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16317,67,Baker,9,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16318,72,Portland Hills,56,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16319,7A,Peninsula,34,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16320,82,First Lake,5,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16321,84,Glendale Express,6,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16322,85,Millwood,0,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16323,86,Beaver Bank,3,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16324,87,Sackville-Dartmouth,26,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16325,91,Hemlock Ravine,10,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16326,9B,Herring Cove,69,8,8:00am to 8:29am,1/3/2026 10:00:00 AM
16327,1,Spring Garden,72,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16328,2,Fairview,73,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16329,21,Lakeside - Timberlea,24,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16330,24,Leiblin Park,23,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16331,3,CrossTown,69,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16332,30A,Parkland,11,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16333,39,Flamingo,30,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16334,4,Universities,44,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16335,5,Portland,48,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16336,51A,Windmill,11,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16337,53,Notting Park,20,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16338,54,Montebello,11,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16339,55,Port Wallace,3,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16340,59,Colby,6,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16341,6C,Heritage Hills,16,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16342,72,Portland Hills,23,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16343,82,First Lake,9,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16344,84,Glendale Express,14,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16345,90,Larry Uteck,39,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16346,91,Hemlock Ravine,11,8.5,8:30am to 8:59am,1/3/2026 10:00:00 AM
16347,2,Fairview,96,9,9:00am to 9:29am,1/3/2026 10:00:00 AM
16348,55,Port Wallace,8,7,7:00am to 7:29am,1/18/2026 10:00:00 AM
16349,58,Woodlawn,1,7,7:00am to 7:29am,1/18/2026 10:00:00 AM
16350,61,North Preston,12,7,7:00am to 7:29am,1/18/2026 10:00:00 AM
16351,63,Mount Edward,14,7,7:00am to 7:29am,1/18/2026 10:00:00 AM
16352,65,Caldwell,1,7,7:00am to 7:29am,1/18/2026 10:00:00 AM
16353,26,Springvale,3,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16354,29,Barrington,74,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16355,3,CrossTown,151,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16356,330,Tantallon - Sheldrake Lake Reg Exp,9,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16357,370,Porters Lake Regional Express,3,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16358,39,Flamingo,25,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16359,415,Purcells Cove,0,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16360,433,Tantallon,1,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16361,5,Portland,54,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16362,53,Notting Park,20,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16363,55,Port Wallace,10,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16364,58,Woodlawn,1,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16365,61,North Preston,7,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16366,62,Grahams Grove,3,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16367,63,Mount Edward,6,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16368,65,Caldwell,4,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16369,6C,Heritage Hills,31,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16370,72,Portland Hills,22,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16371,7A,Peninsula,54,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16372,83,Springfield,3,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16373,85,Millwood,2,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16374,93,Bedford Highway,11,7.5,7:30am to 7:59am,1/19/2026 10:00:00 AM
16375,1,Spring Garden,141,8,8:00am to 8:29am,1/19/2026 10:00:00 AM
16376,10C,Dalhousie,106,8,8:00am to 8:29am,1/19/2026 10:00:00 AM
16377,123,Timberlea Express,9,8,8:00am to 8:29am,1/19/2026 10:00:00 AM
16378,135,Flamingo Express,11,8,8:00am to 8:29am,1/19/2026 10:00:00 AM
16379,3,CrossTown,64,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16380,4,Universities,75,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16381,401,Preston-Porters Lake-Grand Desert,9,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16382,53,Notting Park,12,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16383,54,Montebello,5,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16384,61,North Preston,0,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16385,62,Grahams Grove,1,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16386,64,Akerley,6,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16387,67,Baker,1,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16388,6A,Woodside,4,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16389,6B,Eastern Passage,5,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16390,6C,Heritage Hills,27,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16391,7B,Peninsula,31,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16392,8,Sackville Corridor,64,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16393,82,First Lake,5,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16394,83,Springfield,0,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16395,86,Beaver Bank,6,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16396,88,Bedford Commons,0,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16397,91,Hemlock Ravine,7,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16398,9A,Greystone,76,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
16399,1,Spring Garden,137,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16400,10B,Dalhousie - Micmac Terminal,27,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16401,10C,Dalhousie,46,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16402,2,Fairview,74,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16403,3,CrossTown,129,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16404,320,Airport - Fall River Regional Exp,21,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16405,39,Flamingo,26,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16406,401,Preston-Porters Lake-Grand Desert,2,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16407,5,Portland,57,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16408,54,Montebello,13,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16409,56,Dartmouth Crossing,7,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16410,58,Woodlawn,7,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16411,6B,Eastern Passage,6,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16412,6C,Heritage Hills,18,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16413,7B,Peninsula,23,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16414,8,Sackville Corridor,78,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16415,82,First Lake,3,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16416,83,Springfield,1,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16417,84,Glendale Express,15,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16418,86,Beaver Bank,3,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16419,87,Sackville-Dartmouth,24,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16420,88,Bedford Commons,9,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
16421,10C,Dalhousie,43,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16422,21,Lakeside - Timberlea,8,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16423,22,Armdale,11,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16424,24,Leiblin Park,22,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16425,29,Barrington,17,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16426,3,CrossTown,90,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16427,30A,Parkland,5,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16428,30B,Dunbrack,5,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16429,53,Notting Park,12,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16430,64,Akerley,1,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16431,68,Cherry Brook,6,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16432,6A,Woodside,4,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16433,6C,Heritage Hills,19,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16434,72,Portland Hills,34,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16435,7A,Peninsula,37,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16436,7B,Peninsula,31,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16437,8,Sackville Corridor,89,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16438,84,Glendale Express,9,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16439,85,Millwood,5,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16440,88,Bedford Commons,2,10.5,10:30am to 10:59am,1/19/2026 10:00:00 AM
16441,5,Portland,80,13,1:00pm to 1:29pm,1/4/2026 10:00:00 AM
16442,51A,Windmill,23,13,1:00pm to 1:29pm,1/4/2026 10:00:00 AM
16443,53,Notting Park,45,13,1:00pm to 1:29pm,1/4/2026 10:00:00 AM
16444,55,Port Wallace,10,13,1:00pm to 1:29pm,1/4/2026 10:00:00 AM
16445,56,Dartmouth Crossing,29,13,1:00pm to 1:29pm,1/4/2026 10:00:00 AM
16446,62,Grahams Grove,31,13,1:00pm to 1:29pm,1/4/2026 10:00:00 AM
16447,63,Mount Edward,17,13,1:00pm to 1:29pm,1/4/2026 10:00:00 AM
16448,67,Baker,8,13,1:00pm to 1:29pm,1/4/2026 10:00:00 AM
16449,72,Portland Hills,50,13,1:00pm to 1:29pm,1/4/2026 10:00:00 AM
16450,7B,Peninsula,25,13,1:00pm to 1:29pm,1/4/2026 10:00:00 AM
16451,8,Sackville Corridor,120,13,1:00pm to 1:29pm,1/4/2026 10:00:00 AM
16452,83,Springfield,1,13,1:00pm to 1:29pm,1/4/2026 10:00:00 AM
16453,84,Glendale Express,18,13,1:00pm to 1:29pm,1/4/2026 10:00:00 AM
16454,85,Millwood,4,13,1:00pm to 1:29pm,1/4/2026 10:00:00 AM
16455,87,Sackville-Dartmouth,22,13,1:00pm to 1:29pm,1/4/2026 10:00:00 AM
16456,88,Bedford Commons,0,13,1:00pm to 1:29pm,1/4/2026 10:00:00 AM
16457,1,Spring Garden,187,13.5,1:30pm to 1:59pm,1/4/2026 10:00:00 AM
16458,10C,Dalhousie,90,13.5,1:30pm to 1:59pm,1/4/2026 10:00:00 AM
16459,2,Fairview,22,13.5,1:30pm to 1:59pm,1/4/2026 10:00:00 AM
16460,24,Leiblin Park,55,13.5,1:30pm to 1:59pm,1/4/2026 10:00:00 AM
16461,5,Portland,67,13.5,1:30pm to 1:59pm,1/4/2026 10:00:00 AM
16462,54,Montebello,46,13.5,1:30pm to 1:59pm,1/4/2026 10:00:00 AM
16463,59,Colby,5,13.5,1:30pm to 1:59pm,1/4/2026 10:00:00 AM
16464,68,Cherry Brook,10,13.5,1:30pm to 1:59pm,1/4/2026 10:00:00 AM
16465,6C,Heritage Hills,34,13.5,1:30pm to 1:59pm,1/4/2026 10:00:00 AM
16466,8,Sackville Corridor,120,13.5,1:30pm to 1:59pm,1/4/2026 10:00:00 AM
16467,84,Glendale Express,15,13.5,1:30pm to 1:59pm,1/4/2026 10:00:00 AM
16468,85,Millwood,2,13.5,1:30pm to 1:59pm,1/4/2026 10:00:00 AM
16469,90,Larry Uteck,50,13.5,1:30pm to 1:59pm,1/4/2026 10:00:00 AM
16470,91,Hemlock Ravine,17,13.5,1:30pm to 1:59pm,1/4/2026 10:00:00 AM
16471,9A,Greystone,60,13.5,1:30pm to 1:59pm,1/4/2026 10:00:00 AM
16472,29,Barrington,62,16.5,4:30pm to 4:59pm,1/4/2026 10:00:00 AM
16473,56,Dartmouth Crossing,44,16.5,4:30pm to 4:59pm,1/4/2026 10:00:00 AM
16474,59,Colby,2,16.5,4:30pm to 4:59pm,1/4/2026 10:00:00 AM
16475,61,North Preston,3,16.5,4:30pm to 4:59pm,1/4/2026 10:00:00 AM
16476,67,Baker,7,16.5,4:30pm to 4:59pm,1/4/2026 10:00:00 AM
16477,6B,Eastern Passage,6,16.5,4:30pm to 4:59pm,1/4/2026 10:00:00 AM
16478,7A,Peninsula,48,16.5,4:30pm to 4:59pm,1/4/2026 10:00:00 AM
16479,7B,Peninsula,30,16.5,4:30pm to 4:59pm,1/4/2026 10:00:00 AM
16480,8,Sackville Corridor,109,16.5,4:30pm to 4:59pm,1/4/2026 10:00:00 AM
16481,82,First Lake,4,16.5,4:30pm to 4:59pm,1/4/2026 10:00:00 AM
16482,84,Glendale Express,12,16.5,4:30pm to 4:59pm,1/4/2026 10:00:00 AM
16483,90,Larry Uteck,68,16.5,4:30pm to 4:59pm,1/4/2026 10:00:00 AM
16484,9A,Greystone,104,16.5,4:30pm to 4:59pm,1/4/2026 10:00:00 AM
16485,1,Spring Garden,231,17,5:00pm to 5:29pm,1/4/2026 10:00:00 AM
16486,22,Armdale,18,17,5:00pm to 5:29pm,1/4/2026 10:00:00 AM
16487,24,Leiblin Park,61,17,5:00pm to 5:29pm,1/4/2026 10:00:00 AM
16488,3,CrossTown,213,17,5:00pm to 5:29pm,1/4/2026 10:00:00 AM
16489,30B,Dunbrack,9,21.5,9:30pm to 9:59pm,1/5/2026 10:00:00 AM
16490,39,Flamingo,26,21.5,9:30pm to 9:59pm,1/5/2026 10:00:00 AM
16491,4,Universities,58,21.5,9:30pm to 9:59pm,1/5/2026 10:00:00 AM
16492,54,Montebello,2,21.5,9:30pm to 9:59pm,1/5/2026 10:00:00 AM
16493,55,Port Wallace,5,21.5,9:30pm to 9:59pm,1/5/2026 10:00:00 AM
16494,56,Dartmouth Crossing,13,21.5,9:30pm to 9:59pm,1/5/2026 10:00:00 AM
16495,63,Mount Edward,4,21.5,9:30pm to 9:59pm,1/5/2026 10:00:00 AM
16496,65,Caldwell,8,21.5,9:30pm to 9:59pm,1/5/2026 10:00:00 AM
16497,6B,Eastern Passage,4,21.5,9:30pm to 9:59pm,1/5/2026 10:00:00 AM
16498,6C,Heritage Hills,17,21.5,9:30pm to 9:59pm,1/5/2026 10:00:00 AM
16499,72,Portland Hills,16,21.5,9:30pm to 9:59pm,1/5/2026 10:00:00 AM
16500,7A,Peninsula,30,21.5,9:30pm to 9:59pm,1/5/2026 10:00:00 AM
16501,8,Sackville Corridor,32,21.5,9:30pm to 9:59pm,1/5/2026 10:00:00 AM
16502,83,Springfield,4,21.5,9:30pm to 9:59pm,1/5/2026 10:00:00 AM
16503,87,Sackville-Dartmouth,12,21.5,9:30pm to 9:59pm,1/5/2026 10:00:00 AM
16504,9A,Greystone,30,21.5,9:30pm to 9:59pm,1/5/2026 10:00:00 AM
16505,9B,Herring Cove,14,21.5,9:30pm to 9:59pm,1/5/2026 10:00:00 AM
16506,10C,Dalhousie,65,22,10:00pm to 10:29pm,1/5/2026 10:00:00 AM
16507,2,Fairview,46,22,10:00pm to 10:29pm,1/5/2026 10:00:00 AM
16508,21,Lakeside - Timberlea,17,22,10:00pm to 10:29pm,1/5/2026 10:00:00 AM
16509,24,Leiblin Park,17,22,10:00pm to 10:29pm,1/5/2026 10:00:00 AM
16510,28,Bayers Lake,13,22,10:00pm to 10:29pm,1/5/2026 10:00:00 AM
16511,30A,Parkland,6,22,10:00pm to 10:29pm,1/5/2026 10:00:00 AM
16512,30B,Dunbrack,1,22,10:00pm to 10:29pm,1/5/2026 10:00:00 AM
16513,320,Airport - Fall River Regional Exp,25,22,10:00pm to 10:29pm,1/5/2026 10:00:00 AM
16514,51A,Windmill,8,22,10:00pm to 10:29pm,1/5/2026 10:00:00 AM
16515,54,Montebello,7,5.5,5:30am to 5:59am,1/6/2026 10:00:00 AM
16516,58,Woodlawn,6,5.5,5:30am to 5:59am,1/6/2026 10:00:00 AM
16517,59,Colby,2,5.5,5:30am to 5:59am,1/6/2026 10:00:00 AM
16518,61,North Preston,2,5.5,5:30am to 5:59am,1/6/2026 10:00:00 AM
16519,65,Caldwell,0,5.5,5:30am to 5:59am,1/6/2026 10:00:00 AM
16520,68,Cherry Brook,0,5.5,5:30am to 5:59am,1/6/2026 10:00:00 AM
16521,7A,Peninsula,14,5.5,5:30am to 5:59am,1/6/2026 10:00:00 AM
16522,7B,Peninsula,8,5.5,5:30am to 5:59am,1/6/2026 10:00:00 AM
16523,82,First Lake,6,5.5,5:30am to 5:59am,1/6/2026 10:00:00 AM
16524,86,Beaver Bank,4,5.5,5:30am to 5:59am,1/6/2026 10:00:00 AM
16525,93,Bedford Highway,27,5.5,5:30am to 5:59am,1/6/2026 10:00:00 AM
16526,9B,Herring Cove,26,5.5,5:30am to 5:59am,1/6/2026 10:00:00 AM
16527,10C,Dalhousie,127,6,6:00am to 6:29am,1/6/2026 10:00:00 AM
16528,127,Cowie Hill Express,18,6,6:00am to 6:29am,1/6/2026 10:00:00 AM
16529,135,Flamingo Express,17,6,6:00am to 6:29am,1/6/2026 10:00:00 AM
16530,136,Farnham Gate Express,43,6,6:00am to 6:29am,1/6/2026 10:00:00 AM
16531,137,Clayton Park Express,24,6,6:00am to 6:29am,1/6/2026 10:00:00 AM
16532,159,Colby Express,45,6,6:00am to 6:29am,1/6/2026 10:00:00 AM
16533,161,North Preston Express,12,6,6:00am to 6:29am,1/6/2026 10:00:00 AM
16534,168A,Auburn Express,35,6,6:00am to 6:29am,1/6/2026 10:00:00 AM
16535,168B,Cherry Brook Express,45,15,3:00pm to 3:29pm,1/16/2026 10:00:00 AM
16536,182,First Lake Express,45,15,3:00pm to 3:29pm,1/16/2026 10:00:00 AM
16537,183,Springfield Express,15,15,3:00pm to 3:29pm,1/16/2026 10:00:00 AM
16538,185,Millwood Express,26,15,3:00pm to 3:29pm,1/16/2026 10:00:00 AM
16539,21,Lakeside - Timberlea,73,15,3:00pm to 3:29pm,1/16/2026 10:00:00 AM
