OBJECTID,Route_Number,Route_Name,Ridership_Total,Route_Hour,Route_Hour_Description,Route_Date
1,1,Spring Garden,337,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
2,10A,Dalhousie - Bridge Terminal,257,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
3,21,Lakeside - Timberlea,67,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
4,22,Armdale,21,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
5,24,Leiblin Park,67,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
6,28,Bayers Lake,103,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
7,3,CrossTown,269,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
8,30B,Dunbrack,7,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
9,39,Flamingo,43,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
10,5,Portland,117,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
11,51A,Windmill,19,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
12,54,Montebello,42,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
13,58,Woodlawn,6,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
14,59,Colby,15,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
15,61,North Preston,9,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
16,62,Grahams Grove,17,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
17,64,Akerley,16,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
18,67,Baker,17,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
19,68,Cherry Brook,33,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
20,6A,Woodside,38,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
21,7B,Peninsula,88,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
22,82,First Lake,7,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
23,84,Glendale Express,15,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
24,87,Sackville-Dartmouth,34,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
25,88,Bedford Commons,5,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
26,90,Larry Uteck,86,14,2:00pm to 2:29pm,1/6/2026 10:00:00 AM
27,10A,Dalhousie - Bridge Terminal,113,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
28,10B,Dalhousie - Micmac Terminal,178,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
29,183,Springfield Express,30,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
30,2,Fairview,307,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
31,22,Armdale,48,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
32,28,Bayers Lake,81,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
33,29,Barrington,71,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
34,370,Porters Lake Regional Express,3,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
35,415,Purcells Cove,3,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
36,5,Portland,152,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
37,53,Notting Park,48,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
38,55,Port Wallace,15,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
39,56,Dartmouth Crossing,31,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
40,61,North Preston,8,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
41,62,Grahams Grove,18,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
42,64,Akerley,14,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
43,7B,Peninsula,131,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
44,8,Sackville Corridor,197,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
45,85,Millwood,55,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
46,86,Beaver Bank,2,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
47,87,Sackville-Dartmouth,41,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
48,90,Larry Uteck,105,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
49,91,Hemlock Ravine,58,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
50,9A,Greystone,242,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
51,9B,Herring Cove,36,14.5,2:30pm to 2:59pm,1/6/2026 10:00:00 AM
52,1,Spring Garden,385,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
53,10B,Dalhousie - Micmac Terminal,98,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
54,10C,Dalhousie,159,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
55,135,Flamingo Express,43,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
56,136,Farnham Gate Express,74,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
57,138,Parkland Express,37,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
58,165,Caldwell Express,28,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
59,168B,Cherry Brook Express,48,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
60,183,Springfield Express,30,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
61,192,Hemlock Ravine Express,21,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
62,2,Fairview,243,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
63,21,Lakeside - Timberlea,64,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
64,22,Armdale,20,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
65,24,Leiblin Park,79,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
66,26,Springvale,30,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
67,29,Barrington,164,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
68,3,CrossTown,293,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
69,30B,Dunbrack,17,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
70,320,Airport - Fall River Regional Exp,32,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
71,370,Porters Lake Regional Express,12,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
72,4,Universities,286,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
73,51A,Windmill,12,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
74,51B,Windmill,10,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
75,53,Notting Park,81,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
76,58,Woodlawn,45,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
77,61,North Preston,24,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
78,63,Mount Edward,26,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
79,68,Cherry Brook,18,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
80,6B,Eastern Passage,40,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
81,6C,Heritage Hills,83,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
82,7A,Peninsula,115,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
83,8,Sackville Corridor,211,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
84,83,Springfield,2,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
85,87,Sackville-Dartmouth,75,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
86,88,Bedford Commons,16,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
87,90,Larry Uteck,153,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
88,91,Hemlock Ravine,17,15,3:00pm to 3:29pm,1/6/2026 10:00:00 AM
89,10A,Dalhousie - Bridge Terminal,80,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
90,10C,Dalhousie,157,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
91,123,Timberlea Express,28,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
92,135,Flamingo Express,37,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
93,137,Clayton Park Express,50,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
94,3,CrossTown,37,22.5,10:30pm to 10:59pm,1/13/2026 10:00:00 AM
95,39,Flamingo,25,22.5,10:30pm to 10:59pm,1/13/2026 10:00:00 AM
96,4,Universities,22,22.5,10:30pm to 10:59pm,1/13/2026 10:00:00 AM
97,5,Portland,28,22.5,10:30pm to 10:59pm,1/13/2026 10:00:00 AM
98,51A,Windmill,5,22.5,10:30pm to 10:59pm,1/13/2026 10:00:00 AM
99,56,Dartmouth Crossing,18,22.5,10:30pm to 10:59pm,1/13/2026 10:00:00 AM
100,62,Grahams Grove,9,22.5,10:30pm to 10:59pm,1/13/2026 10:00:00 AM
101,65,Caldwell,2,22.5,10:30pm to 10:59pm,1/13/2026 10:00:00 AM
102,67,Baker,5,22.5,10:30pm to 10:59pm,1/13/2026 10:00:00 AM
103,68,Cherry Brook,3,22.5,10:30pm to 10:59pm,1/13/2026 10:00:00 AM
104,6C,Heritage Hills,17,22.5,10:30pm to 10:59pm,1/13/2026 10:00:00 AM
105,7B,Peninsula,32,22.5,10:30pm to 10:59pm,1/13/2026 10:00:00 AM
106,8,Sackville Corridor,24,22.5,10:30pm to 10:59pm,1/13/2026 10:00:00 AM
107,83,Springfield,4,22.5,10:30pm to 10:59pm,1/13/2026 10:00:00 AM
108,9B,Herring Cove,8,22.5,10:30pm to 10:59pm,1/13/2026 10:00:00 AM
109,1,Spring Garden,42,23,11:00pm to 11:29pm,1/13/2026 10:00:00 AM
110,10C,Dalhousie,27,23,11:00pm to 11:29pm,1/13/2026 10:00:00 AM
111,22,Armdale,3,23,11:00pm to 11:29pm,1/13/2026 10:00:00 AM
112,24,Leiblin Park,11,23,11:00pm to 11:29pm,1/13/2026 10:00:00 AM
113,25,Governors Brook,9,23,11:00pm to 11:29pm,1/13/2026 10:00:00 AM
114,28,Bayers Lake,10,23,11:00pm to 11:29pm,1/13/2026 10:00:00 AM
115,29,Barrington,21,23,11:00pm to 11:29pm,1/13/2026 10:00:00 AM
116,3,CrossTown,42,23,11:00pm to 11:29pm,1/13/2026 10:00:00 AM
117,58,Woodlawn,1,23,11:00pm to 11:29pm,1/13/2026 10:00:00 AM
118,59,Colby,6,23,11:00pm to 11:29pm,1/13/2026 10:00:00 AM
119,62,Grahams Grove,0,23,11:00pm to 11:29pm,1/13/2026 10:00:00 AM
120,68,Cherry Brook,1,23,11:00pm to 11:29pm,1/13/2026 10:00:00 AM
121,6C,Heritage Hills,14,23,11:00pm to 11:29pm,1/13/2026 10:00:00 AM
122,7A,Peninsula,9,23,11:00pm to 11:29pm,1/13/2026 10:00:00 AM
123,7B,Peninsula,9,23,11:00pm to 11:29pm,1/13/2026 10:00:00 AM
124,91,Hemlock Ravine,2,23,11:00pm to 11:29pm,1/13/2026 10:00:00 AM
125,9B,Herring Cove,12,23,11:00pm to 11:29pm,1/13/2026 10:00:00 AM
126,10C,Dalhousie,11,23.5,11:30pm to 11:59pm,1/13/2026 10:00:00 AM
127,4,Universities,6,23.5,11:30pm to 11:59pm,1/13/2026 10:00:00 AM
128,51A,Windmill,4,23.5,11:30pm to 11:59pm,1/13/2026 10:00:00 AM
129,68,Cherry Brook,3,23.5,11:30pm to 11:59pm,1/13/2026 10:00:00 AM
130,7A,Peninsula,6,23.5,11:30pm to 11:59pm,1/13/2026 10:00:00 AM
131,1,Spring Garden,41,24,12:00am to 12:29am,1/13/2026 10:00:00 AM
132,10C,Dalhousie,14,24,12:00am to 12:29am,1/13/2026 10:00:00 AM
133,2,Fairview,10,24,12:00am to 12:29am,1/13/2026 10:00:00 AM
134,51A,Windmill,4,24,12:00am to 12:29am,1/13/2026 10:00:00 AM
135,53,Notting Park,5,24,12:00am to 12:29am,1/13/2026 10:00:00 AM
136,59,Colby,1,24,12:00am to 12:29am,1/13/2026 10:00:00 AM
137,68,Cherry Brook,1,24,12:00am to 12:29am,1/13/2026 10:00:00 AM
138,6C,Heritage Hills,3,24,12:00am to 12:29am,1/13/2026 10:00:00 AM
139,7A,Peninsula,6,24,12:00am to 12:29am,1/13/2026 10:00:00 AM
140,8,Sackville Corridor,17,24,12:00am to 12:29am,1/13/2026 10:00:00 AM
141,9B,Herring Cove,7,24,12:00am to 12:29am,1/13/2026 10:00:00 AM
142,10C,Dalhousie,0,24.5,12:30am to 12:59am,1/13/2026 10:00:00 AM
143,3,CrossTown,14,24.5,12:30am to 12:59am,1/13/2026 10:00:00 AM
144,5,Portland,2,24.5,12:30am to 12:59am,1/13/2026 10:00:00 AM
145,6B,Eastern Passage,0,24.5,12:30am to 12:59am,1/13/2026 10:00:00 AM
146,6C,Heritage Hills,2,24.5,12:30am to 12:59am,1/13/2026 10:00:00 AM
147,7B,Peninsula,4,24.5,12:30am to 12:59am,1/13/2026 10:00:00 AM
148,9A,Greystone,6,24.5,12:30am to 12:59am,1/13/2026 10:00:00 AM
149,7B,Peninsula,1,25,1:00am to 1:29am,1/13/2026 10:00:00 AM
150,9B,Herring Cove,0,25.5,1:30am to 1:59am,1/13/2026 10:00:00 AM
151,21,Lakeside - Timberlea,0,5,5:00am to 5:29am,1/14/2026 10:00:00 AM
152,6B,Eastern Passage,7,5,5:00am to 5:29am,1/14/2026 10:00:00 AM
153,1,Spring Garden,19,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
154,10B,Dalhousie - Micmac Terminal,61,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
155,159,Colby Express,29,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
156,161,North Preston Express,32,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
157,168B,Cherry Brook Express,44,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
158,2,Fairview,48,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
159,29,Barrington,35,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
160,3,CrossTown,163,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
161,30A,Parkland,11,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
162,30B,Dunbrack,7,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
163,39,Flamingo,24,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
164,5,Portland,39,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
165,54,Montebello,6,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
166,59,Colby,1,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
167,61,North Preston,1,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
168,65,Caldwell,0,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
169,7A,Peninsula,9,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
170,85,Millwood,1,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
171,86,Beaver Bank,4,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
172,93,Bedford Highway,22,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
173,9B,Herring Cove,25,5.5,5:30am to 5:59am,1/14/2026 10:00:00 AM
174,1,Spring Garden,111,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
175,10A,Dalhousie - Bridge Terminal,8,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
176,10B,Dalhousie - Micmac Terminal,22,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
177,10C,Dalhousie,105,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
178,123,Timberlea Express,24,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
179,137,Clayton Park Express,22,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
180,138,Parkland Express,48,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
181,161,North Preston Express,18,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
182,165,Caldwell Express,14,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
183,183,Springfield Express,23,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
184,185,Millwood Express,47,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
185,196,Basinview Express,9,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
186,22,Armdale,16,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
187,158,Woodlawn Express,18,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
188,168B,Cherry Brook Express,47,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
189,182,First Lake Express,73,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
190,185,Millwood Express,60,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
191,192,Hemlock Ravine Express,29,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
192,194,West Bedford Express,48,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
193,196,Basinview Express,0,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
194,25,Governors Brook,24,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
195,26,Springvale,1,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
196,29,Barrington,169,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
197,3,CrossTown,374,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
198,30A,Parkland,44,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
199,30B,Dunbrack,50,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
200,4,Universities,158,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
201,401,Preston-Porters Lake-Grand Desert,17,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
202,415,Purcells Cove,5,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
203,51A,Windmill,39,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
204,51B,Windmill,34,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
205,53,Notting Park,59,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
206,54,Montebello,86,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
207,58,Woodlawn,9,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
208,62,Grahams Grove,58,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
209,64,Akerley,58,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
210,67,Baker,76,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
211,6A,Woodside,58,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
212,6C,Heritage Hills,50,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
213,7B,Peninsula,154,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
214,83,Springfield,2,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
215,84,Glendale Express,63,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
216,87,Sackville-Dartmouth,85,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
217,88,Bedford Commons,6,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
218,90,Larry Uteck,247,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
219,91,Hemlock Ravine,101,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
220,93,Bedford Highway,23,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
221,9A,Greystone,274,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
222,9B,Herring Cove,38,15.5,3:30pm to 3:59pm,1/6/2026 10:00:00 AM
223,1,Spring Garden,366,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
224,10A,Dalhousie - Bridge Terminal,80,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
225,10B,Dalhousie - Micmac Terminal,82,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
226,127,Cowie Hill Express,46,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
227,137,Clayton Park Express,24,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
228,138,Parkland Express,59,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
229,158,Woodlawn Express,0,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
230,165,Caldwell Express,21,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
231,182,First Lake Express,69,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
232,185,Millwood Express,81,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
233,21,Lakeside - Timberlea,76,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
234,22,Armdale,34,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
235,24,Leiblin Park,82,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
236,26,Springvale,6,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
237,29,Barrington,151,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
238,3,CrossTown,325,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
239,30A,Parkland,44,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
240,320,Airport - Fall River Regional Exp,92,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
241,330,Tantallon - Sheldrake Lake Reg Exp,53,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
242,415,Purcells Cove,6,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
243,51B,Windmill,34,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
244,53,Notting Park,40,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
245,54,Montebello,27,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
246,55,Port Wallace,18,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
247,58,Woodlawn,4,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
248,59,Colby,9,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
249,61,North Preston,9,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
250,62,Grahams Grove,21,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
251,63,Mount Edward,36,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
252,64,Akerley,68,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
253,65,Caldwell,2,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
254,67,Baker,54,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
255,68,Cherry Brook,3,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
256,7A,Peninsula,108,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
257,82,First Lake,5,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
258,83,Springfield,4,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
259,84,Glendale Express,89,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
260,88,Bedford Commons,21,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
261,90,Larry Uteck,111,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
262,91,Hemlock Ravine,63,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
263,9A,Greystone,179,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
264,9B,Herring Cove,84,16,4:00pm to 4:29pm,1/6/2026 10:00:00 AM
265,10C,Dalhousie,70,16.5,4:30pm to 4:59pm,1/6/2026 10:00:00 AM
266,123,Timberlea Express,26,16.5,4:30pm to 4:59pm,1/6/2026 10:00:00 AM
267,127,Cowie Hill Express,26,16.5,4:30pm to 4:59pm,1/6/2026 10:00:00 AM
268,137,Clayton Park Express,22,16.5,4:30pm to 4:59pm,1/6/2026 10:00:00 AM
269,159,Colby Express,33,16.5,4:30pm to 4:59pm,1/6/2026 10:00:00 AM
270,165,Caldwell Express,20,16.5,4:30pm to 4:59pm,1/6/2026 10:00:00 AM
271,168A,Auburn Express,14,16.5,4:30pm to 4:59pm,1/6/2026 10:00:00 AM
272,185,Millwood Express,63,16.5,4:30pm to 4:59pm,1/6/2026 10:00:00 AM
273,196,Basinview Express,20,16.5,4:30pm to 4:59pm,1/6/2026 10:00:00 AM
274,22,Armdale,9,16.5,4:30pm to 4:59pm,1/6/2026 10:00:00 AM
275,24,Leiblin Park,58,16.5,4:30pm to 4:59pm,1/6/2026 10:00:00 AM
276,29,Barrington,174,16.5,4:30pm to 4:59pm,1/6/2026 10:00:00 AM
277,3,CrossTown,306,16.5,4:30pm to 4:59pm,1/6/2026 10:00:00 AM
278,30B,Dunbrack,21,16.5,4:30pm to 4:59pm,1/6/2026 10:00:00 AM
279,370,Porters Lake Regional Express,13,16.5,4:30pm to 4:59pm,1/6/2026 10:00:00 AM
280,24,Leiblin Park,25,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
281,29,Barrington,79,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
282,30A,Parkland,11,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
283,320,Airport - Fall River Regional Exp,39,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
284,370,Porters Lake Regional Express,8,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
285,4,Universities,102,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
286,5,Portland,104,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
287,51B,Windmill,30,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
288,56,Dartmouth Crossing,20,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
289,59,Colby,0,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
290,61,North Preston,6,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
291,62,Grahams Grove,4,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
292,63,Mount Edward,14,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
293,64,Akerley,56,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
294,67,Baker,21,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
295,82,First Lake,7,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
296,83,Springfield,5,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
297,84,Glendale Express,79,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
298,86,Beaver Bank,2,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
299,88,Bedford Commons,20,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
300,91,Hemlock Ravine,37,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
301,9B,Herring Cove,84,6,6:00am to 6:29am,1/14/2026 10:00:00 AM
302,1,Spring Garden,143,6.5,6:30am to 6:59am,1/14/2026 10:00:00 AM
303,10A,Dalhousie - Bridge Terminal,50,6.5,6:30am to 6:59am,1/14/2026 10:00:00 AM
304,10B,Dalhousie - Micmac Terminal,78,6.5,6:30am to 6:59am,1/14/2026 10:00:00 AM
305,10C,Dalhousie,82,6.5,6:30am to 6:59am,1/14/2026 10:00:00 AM
306,137,Clayton Park Express,30,6.5,6:30am to 6:59am,1/14/2026 10:00:00 AM
307,159,Colby Express,36,6.5,6:30am to 6:59am,1/14/2026 10:00:00 AM
308,182,First Lake Express,73,6.5,6:30am to 6:59am,1/14/2026 10:00:00 AM
309,196,Basinview Express,24,6.5,6:30am to 6:59am,1/14/2026 10:00:00 AM
310,24,Leiblin Park,29,19.5,7:30pm to 7:59pm,1/14/2026 10:00:00 AM
